"id","Expense_id","Expense_particular","Party","Total_amount","Paid_amount","Due_amount","Payment_date","Created_at","Updated_at"
1724,2,"Electricity","Edermann",1000,1000,0,"2022-11-26","2022-11-26 10:01:19",NULL
1725,5,"Goat Meat Supply","isatu",2925,2925,0,"2022-11-26","2022-11-26 10:02:19",NULL
1726,2,"soap","Mamken Shop",60,60,0,"2022-11-26","2022-11-26 10:03:36",NULL
1727,2,"insectcide","Mamken Shop",40,40,0,"2022-11-26","2022-11-26 10:04:44",NULL
1728,2,"Serviettes Purchase","Mamken Shop",100,100,0,"2022-11-26","2022-11-26 11:55:24",NULL
1729,1,"steak delivery","rider",600,600,0,"2022-11-28","2022-11-28 08:51:49",NULL
1730,2,"Packaging Material Purchase","c. m packanging intermediaries",700,700,0,"2022-11-28","2022-11-28 08:52:41",NULL
1731,5,"minced meat steak","Burma",4500,4500,0,"2022-11-28","2022-11-28 09:12:40",NULL
1732,5,"Steak Purchase","Burma",9120,9120,0,"2022-11-28","2022-11-28 09:16:39",NULL
1733,5,"Matumbo Purchase","george njoronge",1800,1800,0,"2022-11-28","2022-11-28 09:17:33",NULL
1734,5,"Matumbo Purchase","george njoronge",1800,1800,0,"2022-11-28","2022-11-28 09:17:33",NULL
1735,5,"Liver Purchase","george njoronge",4200,4200,0,"2022-11-28","2022-11-28 09:19:30",NULL
1736,5,"tilapia","Victory Farms",5792,5792,0,"2022-11-28","2022-11-28 11:00:49",NULL
1737,5,"Vegetables Stock Purchase","Market",2800,2800,0,"2022-11-27","2022-11-28 12:16:08",NULL
1738,5,"tilapia","Victory Farms",3032,3032,0,"2022-11-29","2022-11-29 03:52:30",NULL
1739,5,"Vegetables Stock Purchase","Market",600,600,0,"2022-11-29","2022-11-29 03:53:08",NULL
1740,2,"Cling Film Purchase","Kitengela Kichinjio",1800,1800,0,"2022-11-29","2022-11-29 03:53:51",NULL
1742,5,"Chicken Supply","Sympha Farm",25800,25800,0,"2022-11-29","2022-11-29 03:56:14",NULL
1743,5,"titus fish","east african seafood",3900,3900,0,"2022-11-28","2022-11-29 08:18:50",NULL
1745,2,"sunlight powder","Mamken Shop",35,35,0,"2022-11-29","2022-11-30 11:13:10",NULL
1746,2,"Packaging Material Purchase","c. m packanging intermediaries",350,350,0,"2022-11-29","2022-11-30 11:14:20",NULL
1747,2,"drinking water","filling station",50,50,0,"2022-11-29","2022-11-30 11:15:31",NULL
1748,5,"Vegetables Stock Purchase","Market",590,590,0,"2022-11-30","2022-11-30 11:25:31",NULL
1749,5,"Liver & matumbo Purchase","george njoronge",4740,4740,0,"2022-11-30","2022-11-30 11:26:24",NULL
1750,5,"Meat Supply","Burma",20140,20140,0,"2022-11-30","2022-11-30 11:27:23",NULL
1751,5,"Vegetables Stock Purchase","Market",2700,2700,0,"2022-12-01","2022-12-01 10:20:27",NULL
1752,5,"semolina floor","Spice World Limited",3017,3017,0,"2022-12-01","2022-12-01 10:44:15",NULL
1753,5,"Vegetables Stock Purchase","farm",400,400,0,"2022-12-01","2022-12-01 12:04:13",NULL
1754,2,"Cling Film Purchase","foodplus",890,890,0,"2022-12-01","2022-12-01 12:05:17",NULL
1755,2,"packangings","Asami Limited",330,330,0,"2022-12-01","2022-12-01 12:07:30",NULL
1756,2,"Electricity","Edermann",1100,1100,0,"2022-12-01","2022-12-01 12:09:13",NULL
1757,5,"Fish Stock Purchase","Victory Farms",7203,7203,0,"2022-12-02","2022-12-02 09:14:54",NULL
1758,5,"Chicken Supply","Sympha Farm",4300,4300,0,"2022-12-01","2022-12-02 09:16:38",NULL
1759,5,"Vegetables Stock Purchase","Market",700,700,0,"2022-12-02","2022-12-02 09:18:42",NULL
1760,1,"Fuel for business errands","Total Energies",1000,1000,0,"2022-12-02","2022-12-02 09:22:07",NULL
1761,1,"steak delivery","rider",600,600,0,"2022-12-02","2022-12-02 09:23:38",NULL
1762,5,"steak delivery","Burma",9600,9600,0,"2022-12-02","2022-12-02 09:24:39",NULL
1763,5,"minced meat steak","Burma",4200,4200,0,"2022-12-02","2022-12-02 09:26:28",NULL
1764,2,"packangings","c. m packanging intermediaries",1050,1050,0,"2022-12-02","2022-12-02 09:50:35",NULL
1765,5,"Vegetables Stock Purchase","Market",740,740,0,"2022-12-03","2022-12-03 07:01:03",NULL
1766,2,"Excercise Book Purchase","Mamken Shop",70,70,0,"2022-12-03","2022-12-03 07:04:00",NULL
1767,2,"woody","Mamken Shop",100,100,0,"2022-12-03","2022-12-03 07:04:52",NULL
1768,2,"Electricity token purchase","Edermann",1000,1000,0,"2022-12-03","2022-12-03 07:05:58",NULL
1769,5,"Meat Supply","Burma",23560,23560,0,"2022-12-03","2022-12-03 07:06:43",NULL
1770,5,"Matumbo n liver Purchase","george njoronge",6000,6000,0,"2022-12-03","2022-12-03 07:19:29",NULL
1771,1,"beef delivery","Burma",700,700,0,"2022-12-03","2022-12-03 07:53:56",NULL
1772,2,"Incense sticks","Mamken Shop",20,20,0,"2022-12-04","2022-12-04 03:26:37",NULL
1774,2,"Washing Powder Purchase","Mamken Shop",65,65,0,"2022-12-04","2022-12-04 03:31:00",NULL
1775,1,"Fuel for business errands","Gas and Go",1000,1000,0,"2022-12-04","2022-12-04 06:05:30",NULL
1776,1,"Maize Flour Purchase","Mamken Shop",180,180,0,"2022-12-04","2022-12-04 06:19:52",NULL
1777,2,"drinking water purchase","Water seller",50,50,0,"2022-12-06","2022-12-04 06:21:09",NULL
1778,5,"Vegetables Stock Purchase","Market",580,580,0,"2022-12-07","2022-12-04 06:21:53",NULL
1779,2,"Cooking Oil Purchase","Mamken Shop",230,230,0,"2022-12-04","2022-12-04 06:22:27",NULL
1780,2,"Incense sticks","Mamken Shop",20,20,0,"2022-12-04","2022-12-04 06:52:39",NULL
1781,2,"Knives Sharpening","Knife Sharpener",120,120,0,"2022-12-04","2022-12-04 08:18:28",NULL
1782,5,"Vegetables Stock Purchase","Market",2600,2600,0,"2022-12-05","2022-12-05 12:24:44",NULL
1783,2,"Packaging Material Purchase","c. m packanging intermediaries",1000,1000,0,"2022-12-05","2022-12-05 12:25:27",NULL
1784,2,"Electricity","Edermann",1000,1000,0,"2022-12-05","2022-12-05 12:27:54",NULL
1785,5,"Goat Meat Supply","isatu",4500,4500,0,"2022-12-05","2022-12-05 12:29:29",NULL
1787,2,"Cooking Oil Purchase","mlolongo",2150,2150,0,"2022-12-05","2022-12-05 12:30:22",NULL
1788,1,"Fuel for business errands","Total Energies",1000,1000,0,"2022-12-05","2022-12-05 12:31:04",NULL
1789,4,"sunday casual","mpesa",500,500,0,"2022-12-05","2022-12-05 12:31:50",NULL
1790,5,"Fish Stock Purchase","Victory Farms",7236,7236,0,"2022-12-05","2022-12-05 12:32:54",NULL
1791,5,"semolina floor","Spice World Limited",3030,3030,0,"2022-12-05","2022-12-05 12:33:35",NULL
1792,5,"Tomatoes purchase","Huho Farm",2475,2475,0,"2022-12-05","2022-12-05 12:34:44",NULL
1793,5,"Vegetables Stock Purchase","Market",2400,2400,0,"2022-12-06","2022-12-06 10:19:46",NULL
1794,2,"blades","Burma",1828,1828,0,"2022-12-06","2022-12-06 10:20:36",NULL
1795,5,"Fish Stock Purchase","Victory Farms",5634,5634,0,"2022-12-06","2022-12-06 10:21:28",NULL
1796,4,"bonus","mpesa",750,750,0,"2022-12-06","2022-12-06 10:22:34",NULL
1797,5,"Liver Purchase","george njoronge",4200,4200,0,"2022-12-06","2022-12-06 10:24:22",NULL
1798,5,"minced meat steak","Burma",3000,3000,0,"2022-12-06","2022-12-06 10:25:14",NULL
1799,5,"steak ki","Burma",11520,11520,0,"2022-12-06","2022-12-06 10:27:01",NULL
1800,1,"steak delivery","rider",600,600,0,"2022-12-06","2022-12-06 10:30:39",NULL
1802,5,"Vegetables Stock Purchase","farm",400,400,0,"2022-12-06","2022-12-06 10:33:38",NULL
1803,2,"Jik Purchase","town",60,60,0,"2022-12-06","2022-12-06 10:34:25",NULL
1804,2,"drinking water","filling station",50,50,0,"2022-12-06","2022-12-06 10:35:06",NULL
1805,2,"Excercise Book Purchase","Mamken Shop",65,65,0,"2022-12-06","2022-12-06 11:55:17",NULL
1806,2,"receipt rolls","bookshop",400,400,0,"2022-12-07","2022-12-08 07:24:55",NULL
1807,2,"Agita Purchase","pro capital agrovet",2800,2800,0,"2022-12-07","2022-12-08 07:25:52",NULL
1808,5,"Plantain Purchase","machoka",1350,1350,0,"2022-12-07","2022-12-08 07:28:37",NULL
1809,5,"Vegetables Stock Purchase","Market",500,500,0,"2022-12-07","2022-12-08 07:47:54",NULL
1810,2,"omo purshase","Mamken Shop",50,50,0,"2022-12-07","2022-12-08 07:48:20",NULL
1811,2,"tissue purchase","Mamken Shop",30,30,0,"2022-12-07","2022-12-08 07:49:01",NULL
1812,2,"tissue purchase","Mamken Shop",30,30,0,"2022-12-07","2022-12-08 07:49:33",NULL
1813,2,"Electricity","Edermann",2000,2000,0,"2022-12-07","2022-12-08 07:50:22",NULL
1814,5,"Matumbo Purchase","george njoronge",1800,1800,0,"2022-12-08","2022-12-08 07:51:09",NULL
1817,2,"drinking water","filling station",50,50,0,"2022-12-08","2022-12-08 07:54:48",NULL
1818,2,"Gas Purchase","Damao Minimart",2800,2800,0,"2022-12-08","2022-12-08 07:55:43",NULL
1819,2,"packangings","c. m packanging intermediaries",1250,1250,0,"2022-12-08","2022-12-08 07:57:43",NULL
1820,5,"Vegetables Stock Purchase","farm",400,400,0,"2022-12-08","2022-12-08 07:58:27",NULL
1821,5,"Onions Purchase","Victory Farms",1800,1800,0,"2022-12-08","2022-12-08 08:10:28",NULL
1822,5,"Vegetables Stock Purchase","Market",1850,1850,0,"2022-12-08","2022-12-08 08:18:31",NULL
1823,2,"bike wash","car wash",100,100,0,"2022-12-09","2022-12-09 08:41:27",NULL
1824,1,"bike fuel","Gas and Go",800,800,0,"2022-12-09","2022-12-09 08:42:27",NULL
1825,5,"titus fish","east african seafood",3900,3900,0,"2022-12-09","2022-12-09 08:45:11",NULL
1826,5,"Vegetables Stock Purchase","Market",900,900,0,"2022-12-09","2022-12-09 09:18:57",NULL
1827,5,"Meat Supply","Burma",23180,23180,0,"2022-12-09","2022-12-09 09:23:50",NULL
1828,2,"Maize Flour Purchase","Mamken Shop",180,180,0,"2022-12-09","2022-12-09 09:28:37",NULL
1829,5,"Tomatoes purchase","Huho Farm",2700,2700,0,"2022-12-09","2022-12-09 09:35:20",NULL
1830,1,"meat n liver delivery","riders",850,850,0,"2022-12-09","2022-12-09 09:36:18",NULL
1831,5,"Liver Purchase","george njoronge",4200,4200,0,"2022-12-09","2022-12-09 09:38:20",NULL
1832,5,"minced meat steak","Burma",4500,4500,0,"2022-12-09","2022-12-09 09:39:15",NULL
1834,5,"tilapia","Victory Farms",6939,6939,0,"2022-12-09","2022-12-09 11:57:35",NULL
1835,5,"tilapia","Victory Farms",6939,6939,0,"2022-12-09","2022-12-09 11:57:46",NULL
1836,5,"Matumbo Purchase","george njoroge",0,0,0,"2022-12-10","2022-12-10 08:41:16",NULL
1837,1,"bike fuel","Gas and Go",300,300,0,"2022-12-10","2022-12-10 08:42:59",NULL
1838,2,"Airtime Purchase","Mamken Shop",250,250,0,"2022-12-10","2022-12-10 08:43:37",NULL
1843,5,"semolina flour","Spice World Limited",0,0,0,"2022-12-10","2022-12-10 09:04:17",NULL
1844,5,"Vegetables Stock Purchase","Market",400,400,0,"2022-12-10","2022-12-10 09:05:08",NULL
1846,5,"Vegetables Stock Purchase","Market",2100,2100,0,"2022-12-10","2022-12-10 09:10:23",NULL
1847,5,"goat","isatu",4275,4275,0,"2022-12-10","2022-12-10 09:31:25",NULL
1848,2,"tissue purchase","Mamken Shop",30,30,0,"2022-12-11","2022-12-11 06:38:22",NULL
1849,2,"Eggs Purchase","Mamken Shop",30,30,0,"2022-12-11","2022-12-11 06:38:58",NULL
1850,2,"Maize Flour Purchase","Mamken Shop",180,180,0,"2022-12-11","2022-12-11 06:39:32",NULL
1851,2,"Washing Powder Purchase","Mamken Shop",80,80,0,"2022-12-11","2022-12-11 06:40:45",NULL
1852,2,"Knives Sharpening","",120,120,0,"2022-12-11","2022-12-11 08:16:44",NULL
1853,2,"packangings","mlolongo",690,690,0,"2022-12-12","2022-12-12 10:26:06",NULL
1854,5,"Vegetables Stock Purchase","Market",2900,2900,0,"2022-12-12","2022-12-12 10:56:43",NULL
1855,1,"bike fuel","Texas Energies",300,300,0,"2022-12-12","2022-12-12 11:14:51",NULL
1856,2,"token","Edermann",1000,1000,0,"2022-12-12","2022-12-12 11:16:34",NULL
1857,5,"Tomatoes purchase","Huho Farm",3600,3600,0,"2022-12-12","2022-12-12 11:49:38",NULL
1858,5,"Vegetables Stock Purchase","farm",510,510,0,"2022-12-12","2022-12-12 11:51:30",NULL
1859,5,"omena purchase","Victory Farms",878,878,0,"2022-12-12","2022-12-12 11:53:53",NULL
1860,2,"Maize Flour Purchase","Mamken Shop",180,180,0,"2022-12-12","2022-12-12 12:01:05",NULL
1861,5,"Matumbo Purchase","george njoronge",1800,1800,0,"2022-12-12","2022-12-12 12:01:44",NULL
1862,5,"Goat Meat Supply","isatu",3600,3600,0,"2022-12-13","2022-12-13 08:31:34",NULL
1864,2,"packangings","c. m packanging intermediaries",700,700,0,"2022-12-13","2022-12-13 08:32:53",NULL
1865,5,"Vegetables Stock Purchase","Market",620,620,0,"2022-12-13","2022-12-13 08:35:08",NULL
1866,2,"Maize Flour Purchase","Mamken Shop",180,180,0,"2022-12-13","2022-12-13 08:40:14",NULL
1867,2,"drinking water purchase","filling station",100,100,0,"2022-12-13","2022-12-13 08:41:03",NULL
1868,5,"Steak Purchase","Burma",10560,10560,0,"2022-12-13","2022-12-13 08:42:53",NULL
1869,5,"minced meat steak","Burma",4500,4500,0,"2022-12-13","2022-12-13 08:44:04",NULL
1870,5,"Meat Supply","Burma",33060,33060,0,"2022-12-13","2022-12-13 08:45:49",NULL
1871,1,"Fuel for business errands","Texas Energies",1000,1000,0,"2022-12-13","2022-12-13 12:24:04",NULL
1872,1,"beef delivery","rider",600,600,0,"2022-12-13","2022-12-13 12:24:44",NULL
1875,2,"water bill","Edermann",500,500,0,"2022-12-13","2022-12-13 12:31:33",NULL
1877,2,"plumber","payment",500,500,0,"2022-12-14","2022-12-14 08:34:24",NULL
1878,2,"Knives Sharpening","sharpener",120,120,0,"2022-12-14","2022-12-14 08:37:46",NULL
1879,5,"Fish Stock Purchase","Victory Farms",7995,7995,0,"2022-12-14","2022-12-14 09:07:48",NULL
1880,5,"Vegetables Stock Purchase","Market",2400,2400,0,"2022-12-14","2022-12-14 09:08:39",NULL
1881,5,"Vegetables Stock Purchase","farm",700,700,0,"2022-12-14","2022-12-14 09:09:40",NULL
1883,1,"liver delivery","rider",200,200,0,"2022-12-14","2022-12-14 09:31:00",NULL
1884,2,"Electricity","Edermann",1000,1000,0,"2022-12-14","2022-12-14 09:32:08",NULL
1885,1,"bike fuel","Gas and Go",200,200,0,"2022-12-14","2022-12-14 09:33:46",NULL
1886,5,"Liver Purchase","george njoronge",5880,5880,0,"2022-12-14","2022-12-14 09:44:02",NULL
1887,5,"Plantain Purchase","machoka",1890,1890,0,"2022-12-14","2022-12-14 11:15:57",NULL
1888,5,"Vegetables Stock Purchase","farm",640,640,0,"2022-12-15","2022-12-15 09:42:38",NULL
1889,2,"drinking water","filling station",50,50,0,"2022-12-15","2022-12-15 12:04:42",NULL
1890,2,"Maize Flour Purchase","Mamken Shop",180,180,0,"2022-12-15","2022-12-15 12:05:20",NULL
1891,5,"Vegetables Stock Purchase","Market",1940,1940,0,"2022-12-16","2022-12-16 08:25:23",NULL
1892,2,"Airtime Purchase","Mamken Shop",200,200,0,"2022-12-16","2022-12-16 08:26:06",NULL
1893,2,"water bill","Edermann",500,500,0,"2022-12-16","2022-12-16 08:28:53",NULL
1894,2,"drinking water","filling station",50,50,0,"2022-12-16","2022-12-16 08:34:37",NULL
1895,2,"Electricity","Edermann",1000,1000,0,"2022-12-16","2022-12-16 11:30:57",NULL
1896,2,"Serviettes Purchase","Mamken Shop",120,120,0,"2022-12-16","2022-12-16 12:07:21",NULL
1897,1,"Fuel","Shell Petrol Station",500,500,0,"2022-12-16","2022-12-16 13:47:38",NULL
1898,2,"Packaging Material Purchase","Packaging supplier",1050,1050,0,"2022-12-17","2022-12-17 12:41:15",NULL
1899,5,"Vegetables Stock Purchase","Market",400,400,0,"2022-12-17","2022-12-17 12:42:58",NULL
1900,5,"Goat Meat Supply","isatu",4950,4950,0,"2022-12-17","2022-12-18 09:04:39",NULL
1901,5,"Tomatoes purchase","Huho Farm",2700,2700,0,"2022-12-17","2022-12-18 09:08:51",NULL
1902,5,"tilapia","Victory Farms",5030,5030,0,"2022-12-17","2022-12-18 09:10:00",NULL
1903,5,"Vegetables Stock Purchase","Market",1290,1290,0,"2022-12-18","2022-12-18 09:11:01",NULL
1904,5,"Matumbo Purchase","george njoronge",1800,1800,0,"2022-12-17","2022-12-19 09:01:47",NULL
1905,2,"Internet Payment","Kemnet Technologies",2499,2499,0,"2022-12-17","2022-12-19 09:05:58",NULL
1906,5,"Fish Stock Purchase","Victory Farms",9511,9511,0,"2022-12-19","2022-12-19 09:08:32",NULL
1907,2,"Electricity","Edermann",2000,2000,0,"2022-12-19","2022-12-19 09:10:00",NULL
1908,5,"Vegetables Stock Purchase","Market",2670,2670,0,"2022-12-19","2022-12-19 09:11:19",NULL
1909,5,"Vegetables Stock Purchase","farm",400,400,0,"2022-12-19","2022-12-19 09:12:13",NULL
1911,4,"kelvin payment","mpesa",500,500,0,"2022-12-18","2022-12-19 09:31:27",NULL
1912,4,"bonus","staff",450,450,0,"2022-12-18","2022-12-19 09:33:31",NULL
1913,5,"Spinach Purchase","farm",150,150,0,"2022-12-19","2022-12-19 10:50:32",NULL
1914,2,"net","Kitengela Kichinjio",1400,1400,0,"2022-12-19","2022-12-19 11:17:08",NULL
1915,5,"Liver Purchase","george njoronge",4200,4200,0,"2022-12-19","2022-12-19 12:12:34",NULL
1916,5,"Liver Purchase","george njoronge",4200,4200,0,"2022-12-19","2022-12-19 12:12:34",NULL
1917,2,"Knives Sharpening","60",60,60,0,"2022-12-19","2022-12-19 12:18:55",NULL
1918,1,"bike fuel","Gas and Go",300,300,0,"2022-12-19","2022-12-19 12:20:18",NULL
1919,1,"bike fuel","Gas and Go",300,300,0,"2022-12-19","2022-12-19 12:20:18",NULL
1920,2,"Eggs Purchase","Mamken Shop",75,75,0,"2022-12-19","2022-12-19 12:21:49",NULL
1921,2,"water bill","Edermann",500,500,0,"2022-12-19","2022-12-19 12:22:25",NULL
1922,5,"Steak Purchase","Burma",12000,12000,0,"2022-12-19","2022-12-20 02:20:17",NULL
1923,5,"Meat Supply","Burma",34960,34960,0,"2022-12-19","2022-12-20 02:22:18",NULL
1924,5,"minced meat steak","Burma",4500,4500,0,"2022-12-19","2022-12-20 02:24:04",NULL
1925,5,"Chicken Supply","Sympha Farm",9890,9890,0,"2022-12-20","2022-12-20 02:28:15",NULL
1926,2,"Packaging Material Purchase","Packaging supplier",700,700,0,"2022-12-20","2022-12-20 11:59:17",NULL
1927,5,"Vegetables Stock Purchase","Market",1300,1300,0,"2022-12-20","2022-12-20 12:00:24",NULL
1928,2,"drinking water purchase","Water seller",50,50,0,"2022-12-20","2022-12-20 12:01:25",NULL
1929,2,"Cooking Oil Purchase","Mamken Shop",180,180,0,"2022-12-20","2022-12-20 12:02:29",NULL
1930,2,"soap","Mamken Shop",200,200,0,"2022-12-20","2022-12-20 12:03:28",NULL
1931,2,"utilities purchase","Mamken Shop",40,40,0,"2022-12-20","2022-12-20 12:04:10",NULL
1932,5,"titus fish","east african seafood",3900,3900,0,"2022-12-20","2022-12-21 09:12:45",NULL
1933,5,"semolina floor","Spice World Limited",3900,3900,0,"2022-12-20","2022-12-21 09:14:14",NULL
1934,5,"Vegetables Stock Purchase","farm",800,800,0,"2022-12-21","2022-12-21 09:15:19",NULL
1935,2,"Maize Flour Purchase","Mamken Shop",210,210,0,"2022-12-21","2022-12-21 09:38:22",NULL
1937,2,"tissue purchase","Mamken Shop",30,30,0,"2022-12-21","2022-12-21 09:40:22",NULL
1938,2,"frying oil","mlolongo",2100,2100,0,"2022-12-21","2022-12-22 08:08:56",NULL
1940,5,"Vegetables Stock Purchase","Market",2320,2320,0,"2022-12-23","2022-12-22 08:21:58",NULL
1941,5,"Vegetables Stock Purchase","farm",400,400,0,"2022-12-22","2022-12-22 08:24:49",NULL
1943,5,"Matumbo Purchase","george njoronge",1800,1800,0,"2022-12-22","2022-12-22 08:48:59",NULL
1945,5,"Vegetables Stock Purchase","Market",1550,1550,0,"2022-12-23","2022-12-23 07:03:12",NULL
1946,1,"Fuel for business errands","Rubis Petrol Station",5000,5000,0,"2022-12-23","2022-12-23 07:04:52",NULL
1947,1,"bike fuel","Texas Energies",300,300,0,"2022-12-23","2022-12-23 07:06:17",NULL
1948,5,"Liver Purchase","george njoronge",4200,4200,0,"2022-12-23","2022-12-23 07:07:24",NULL
1949,5,"Goat Meat Supply","isatu",3510,3510,0,"2022-12-23","2022-12-23 07:16:46",NULL
1950,2,"Cling Film Purchase","Kitengela Kichinjio",1800,1800,0,"2022-12-23","2022-12-23 07:18:53",NULL
1951,5,"Tomatoes purchase","Huho Farm",5000,5000,0,"2022-12-23","2022-12-23 07:20:05",NULL
1952,2,"Electricity","Edermann",1000,1000,0,"2022-12-23","2022-12-23 07:34:06",NULL
1953,2,"packangings","c. m packanging intermediaries",1350,1350,0,"2022-12-23","2022-12-23 07:35:05",NULL
1954,2,"Stock sheet printing","Cyber",220,220,0,"2022-12-23","2022-12-23 12:54:37",NULL
1955,5,"Goat Meat Supply","juma isatu",2250,2250,0,"2022-12-23","2022-12-23 12:57:31",NULL
1956,2,"Maize Flour Purchase","Mamken Shop",180,180,0,"2022-12-23","2022-12-23 12:58:55",NULL
1957,2,"Washing Powder Purchase","Mamken Shop",50,50,0,"2022-12-23","2022-12-23 12:59:55",NULL
1958,5,"Chicken Supply","Sympha Farm",12040,12040,0,"2022-12-24","2022-12-24 08:45:07",NULL
1959,2,"receipt rolls","mlolongo",350,350,0,"2022-12-24","2022-12-24 08:51:37",NULL
1960,4,"vouchers","naivas supermarket",15000,15000,0,"2022-12-19","2022-12-24 08:52:48",NULL
1961,5,"Vegetables Stock Purchase","farm",340,340,0,"2022-12-24","2022-12-24 09:16:58",NULL
1963,2,"packangings","foodplus",218,218,0,"2022-12-24","2022-12-24 09:20:24",NULL
1964,2,"Maize Flour Purchase","Mamken Shop",180,180,0,"2022-12-24","2022-12-24 09:21:47",NULL
1965,2,"drinking water","filling station",50,50,0,"2022-12-24","2022-12-24 09:25:47",NULL
1966,2,"Knives Sharpening","sharpener",120,120,0,"2022-12-24","2022-12-24 09:39:44",NULL
1967,5,"Fish Stock Purchase","Victory Farms",4764,4764,0,"2022-12-24","2022-12-24 10:30:27",NULL
1968,2,"Electricity","Edermann",1000,1000,0,"2022-12-24","2022-12-24 12:47:31",NULL
1969,5,"Steak Purchase","Burma",12000,12000,0,"2022-12-26","2022-12-26 04:13:26",NULL
1970,5,"minced meat steak","Burma",3500,3500,0,"2022-12-26","2022-12-26 04:14:50",NULL
1971,2,"Bar Soap Purchase","Mamken Shop",35,35,0,"2022-12-26","2022-12-26 11:54:01",NULL
1972,2,"Incense sticks","Mamken Shop",20,20,0,"2022-12-26","2022-12-26 11:55:08",NULL
1973,2,"tissue purchase","Mamken Shop",30,30,0,"2022-12-26","2022-12-26 11:55:47",NULL
1974,2,"rich for lunch","Mamken Shop",80,80,0,"2022-12-26","2022-12-26 11:56:22",NULL
1975,2,"drinking water purchase","Water seller",50,50,0,"2022-12-26","2022-12-26 11:57:08",NULL
1976,5,"Vegetables Stock Purchase","Market",330,330,0,"2022-12-26","2022-12-26 11:59:04",NULL
1977,3,"Water bill","Greatwall",500,500,0,"2022-12-28","2022-12-28 02:06:54",NULL
1978,5,"Plantain Purchase","machoka",3770,3770,0,"2022-12-28","2022-12-28 04:58:24",NULL
1979,3,"Electricity token purchase","Greatwall",1500,1500,0,"2022-12-28","2022-12-28 04:59:03",NULL
1980,2,"Maize Flour Purchase","Mamken Shop",180,180,0,"2022-12-28","2022-12-28 05:00:17",NULL
1981,2,"Incense sticks","Mamken Shop",30,30,0,"2022-12-27","2022-12-28 05:03:43",NULL
1982,1,"Boda boda fare","Peter Kerosi",150,150,0,"2022-12-28","2022-12-28 05:04:48",NULL
1983,2,"Eggs Purchase","Mamken Shop",75,75,0,"2022-12-27","2022-12-28 05:05:38",NULL
1984,2,"Cling Film Purchase","Mamken Shop",100,100,0,"2022-12-28","2022-12-28 05:08:35",NULL
1985,2,"Incense sticks","Mamken Shop",20,20,0,"2022-12-28","2022-12-28 05:09:07",NULL
1986,2,"Serviettes Purchase","Mamken Shop",120,120,0,"2022-12-28","2022-12-28 11:47:11",NULL
1987,2,"Incense sticks","Mamken Shop",30,30,0,"2022-12-29","2022-12-29 03:53:13",NULL
1988,5,"Vegetables Stock Purchase","Market",600,600,0,"2022-12-29","2022-12-29 04:17:05",NULL
1989,5,"Liver Purchase","george njoroge",4200,4200,0,"2022-12-29","2022-12-29 04:17:49",NULL
1990,2,"Maize Flour Purchase","Mamken Shop",180,180,0,"2022-12-29","2022-12-29 04:57:18",NULL
1991,2,"Eggs Purchase","Mamken Shop",90,90,0,"2022-12-29","2022-12-29 05:03:33",NULL
1992,3,"Water bill","Greatwall",1000,1000,0,"2022-12-29","2022-12-29 05:39:48",NULL
1993,5,"titus fish","alpha foods",3900,3900,0,"2022-12-29","2022-12-29 06:39:14",NULL
1994,2,"Bonesaw blade replacement","Burma",900,900,0,"2022-12-29","2022-12-29 06:42:58",NULL
1995,5,"Plantain Purchase","Machoka",1350,1350,0,"2022-12-30","2022-12-30 10:08:39",NULL
1996,5,"Fish Stock Purchase","Victory Farms",6609,6609,0,"2022-12-30","2022-12-30 10:47:10",NULL
1997,5,"Vegetables Stock Purchase","Market",1200,1200,0,"2022-12-30","2022-12-30 10:49:40",NULL
1998,2,"Packaging Material Purchase","mlolongo",110,110,0,"2022-12-30","2022-12-30 10:50:13",NULL
1999,2,"Knife sharpening","Tin smith",60,60,0,"2022-11-30","2023-01-04 08:57:04",NULL
2000,5,"Drinking water","Water vendor",50,50,0,"2022-12-30","2023-01-04 08:59:43",NULL
2001,3,"Electricity bill","Ederman Properties",1000,1000,0,"2022-12-30","2023-01-04 09:01:46",NULL
2002,5,"Frying oil","Mlolongo",2100,2100,0,"2023-01-05","2023-01-05 18:34:24",NULL
2003,5,"Gas refill","GW3 gas supplier",2700,2700,0,"2023-01-05","2023-01-05 18:37:06",NULL
2004,5,"Drinking water","GW3 water vendor",50,50,0,"2023-01-05","2023-01-05 18:40:24",NULL
2005,5,"vegetables","Mlolongo ",1500,1500,0,"2023-01-05","2023-01-05 18:42:51",NULL
2006,2,"Packaging bags purchasing","Cosmic Enterprises - Town",4220,4220,0,"2023-01-05","2023-01-05 18:45:52",NULL
2007,2,"Maize flour purchase","Mamken",200,200,0,"2023-01-01","2023-01-05 19:21:43",NULL
2008,2,"Maize flour purchase","Mamken",200,200,0,"2023-01-02","2023-01-05 19:23:10",NULL
2009,2,"Tissue paper","Mamken",40,40,0,"2023-01-02","2023-01-05 19:24:35",NULL
2010,5,"Salt","Mamken",20,20,0,"2023-01-02","2023-01-05 20:19:25",NULL
2011,2,"frying oil","Mlolongo",2100,2100,0,"2023-01-05","2023-01-06 10:56:50",NULL
2012,2,"Gas Refill","Damao Minimart",2700,2700,0,"2023-01-05","2023-01-07 14:59:09",NULL
2013,1,"Fuel Expense","Total Energies",300,300,0,"2023-01-06","2023-01-08 00:53:38",NULL
